,street,house_number,city,state
0,Southeast Bush Street,276,Issaquah,Washington
0,Sylvester Road Southwest,17058,NA,Washington
0,92nd Avenue Northeast,4580,NA,Washington
0,5th Avenue Northwest,6733,Seattle,Washington
0,Southeast 60th Street,18638,Issaquah,Washington
0,92nd Avenue Northeast,17361,Bothell,Washington
0,2nd Avenue Northwest,7002,Seattle,Washington
0,NA,NA,Vashon,Washington
0,Southwest 183rd Street,241,NA,Washington
0,13th Avenue South,1712,Seattle,Washington
0,Meadow Avenue North,2411,Renton,Washington
0,126th Avenue Southeast,22904,Kent,Washington
0,23rd Avenue South,13014,SeaTac,Washington
0,11th Place Southwest,31005,Federal Way,Washington
0,Southwest 164th Street,1020,Burien,Washington
0,131st Avenue Northeast,13956,Kirkland,Washington
0,Southeast 151st Street,44559,NA,Washington
0,Southeast 266th Place,22117,Maple Valley,Washington
0,16th Avenue Northwest,7343,Seattle,Washington
0,5th Avenue South,14441,Burien,Washington
0,East Fir Street,2616,Seattle,Washington
0,3rd Avenue South,11211,Seattle,Washington
0,6th Avenue,337,Kirkland,Washington
0,30th Avenue South,25426,Kent,Washington
0,206th Court Southeast,29314,Kent,Washington
0,Ripley Lane North,NA,Bellevue,Washington
0,East Howell Street,2518,Seattle,Washington
0,Fremont Avenue North,9817,Seattle,Washington
0,Northeast 185th Street,1313,Shoreline,Washington
0,Northeast 32nd Street,9041,NA,Washington
0,West Raye Street,115,Seattle,Washington
0,38th Place East,2221,Seattle,Washington
0,186th Place Northeast,14503,Cottage Lake,Washington
0,Southwest Thistle Street,3526,Seattle,Washington
0,Park Avenue North,224,Renton,Washington
0,4th Avenue Northeast,11515,Seattle,Washington
0,49th Avenue Northeast,9041,Seattle,Washington
0,27th Avenue Northeast,5121,Seattle,Washington
0,40th Place Southwest,32012,Federal Way,Washington
0,South Dawson Street,1559,Seattle,Washington
0,East Lake Joy Drive Northeast,10709,NA,Washington
0,Southeast 41st Place,13373,Bellevue,Washington
0,Northeast 15th Street,11012,Bellevue,Washington
0,38th Avenue Southwest,4116,Seattle,Washington
0,260th Avenue Northeast,3527,NA,Washington
0,West Lake Sammamish Parkway Southeast,NA,Bellevue,Washington
0,204th Avenue Northeast,3856,Sammamish,Washington
0,5th Avenue Northeast,6058,Seattle,Washington
0,South 310th Place,916,Federal Way,Washington
0,Northeast 145th Place,12941,Kirkland,Washington
0,Northeast 26th Street,9932,Bellevue,Washington
0,177th Avenue Northeast,12533,NA,Washington
0,North 53rd Street,2113,Seattle,Washington
0,Thackeray Place Northeast,4742,Seattle,Washington
0,Northeast 12th Street,9755,Bellevue,Washington
0,122nd Place Northeast,3111,Bellevue,Washington
0,Division Avenue Northwest,6727,Seattle,Washington
0,Southeast 100th Street,17152,Renton,Washington
0,Southwest Trenton Street,3110,Seattle,Washington
0,2nd Avenue North,36,NA,Washington
0,Southwest Holden Street,4309,Seattle,Washington
0,120th Place Northeast,6109,Kirkland,Washington
0,South 190th Street,454,Burien,Washington
0,110th Avenue Southeast,26707,Kent,Washington
0,48th Avenue Southwest,6005,Seattle,Washington
0,Northeast 126th Place,19899,NA,Washington
0,Pike Street Southeast,200,Auburn,Washington
0,Northeast 30th Street,16574,Bellevue,Washington
0,Lumpy Lane East,52435,NA,Washington
0,Southwest 330th Street,1810,Federal Way,Washington
0,5th Avenue Northeast,9102,Seattle,Washington
0,31st Avenue Northeast,6812,Seattle,Washington
0,31st Avenue Northeast,6812,Seattle,Washington
0,East Highland Drive,1510,Seattle,Washington
0,West Bertona Street,811,Seattle,Washington
0,Northeast 6th Court,4018,Renton,Washington
0,48th Avenue Southwest,4523,Seattle,Washington
0,Lawson Street,25724,NA,Washington
0,Northeast 95th Street,4401,Seattle,Washington
0,309th Avenue Southeast,NA,NA,Washington
0,Southeast Timberlane Boulevard,18546,Covington,Washington
0,Southwest 320th Street,2800,Federal Way,Washington
0,Northwest 67th Street,311,Seattle,Washington
0,Southeast 5th Street,6730,Renton,Washington
0,35th Avenue Northeast,7523,Seattle,Washington
0,12th Avenue Northwest,8542,Seattle,Washington
0,Southeast 301st Street,17646,Kent,Washington
0,17th Avenue Southwest,5623,Seattle,Washington
0,Ashworth Avenue North,16720,Shoreline,Washington
0,Northeast 22nd Court,4321,Renton,Washington
0,South 354th Lane,2860,Federal Way,Washington
0,242nd Place Southeast,4370,Sammamish,Washington
0,Lake Washington Boulevard,327,Seattle,Washington
0,Stilson Avenue Southeast,13422,North Bend,Washington
0,31st Avenue South,21621,Des Moines,Washington
0,28th Avenue Southwest,7149,Seattle,Washington
0,Southeast 129th Street,46608,North Bend,Washington
0,51st Avenue Southwest,4806,Seattle,Washington
0,185th Avenue Southeast,28312,Kent,Washington
0,49th Place Northeast,17856,Lake Forest Park,Washington
0,Southeast Fairwood Boulevard,13616,Renton,Washington
0,East Denny Way,2514,Seattle,Washington
0,South 249th Street,2315,Kent,Washington
0,South 241st Street,9615,Kent,Washington
0,South 232nd Street,819,Des Moines,Washington
0,Southeast Lake Holm Road,16222,Auburn,Washington
0,107th Avenue Southeast,32533,Auburn,Washington
0,Southeast 449th Street,28102,Enumclaw,Washington
0,Southwest Willow Street,4318,Seattle,Washington
0,Northwest 71st Street,3211,Seattle,Washington
0,Southwest 330th Street,1918,Federal Way,Washington
0,East Hamlin Street,918,Seattle,Washington
0,Southeast 319th Place,11549,Auburn,Washington
0,Northeast 7th Place,4318,Renton,Washington
0,West Elmore Place,2825,Seattle,Washington
0,244th Place Southeast,NA,Sammamish,Washington
0,South Dearborn Street,1614,Seattle,Washington
0,100th Place Southeast,1698,Bellevue,Washington
0,Flora Avenue South,6431,Seattle,Washington
0,172nd Place Northeast,408,Bellevue,Washington
0,Northwest 92nd Street,2802,Seattle,Washington
0,191st Avenue Southeast,4598,Issaquah,Washington
0,440th Place Southeast,12821,NA,Washington
0,Evanston Avenue North,18406,Shoreline,Washington
0,Northeast 91st Court,18107,Redmond,Washington
0,Southeast 37th Street,8452,Mercer Island,Washington
0,31st Avenue South,14056,SeaTac,Washington
0,24th Avenue Northwest,7022,Seattle,Washington
0,Northeast 141st Place,10309,Kirkland,Washington
0,129th Avenue Southeast,568,Bellevue,Washington
0,48th Avenue Southwest,3842,Seattle,Washington
0,18th Place South,37654,Federal Way,Washington
0,North 187th Street,2383,Shoreline,Washington
0,101st Place Northeast,19010,Bothell,Washington
0,49th Avenue South,8131,Seattle,Washington
0,Northeast 72nd Place,13898,Redmond,Washington
0,Southwest 174th Street,427,NA,Washington
0,Southeast 262nd Street,23427,Maple Valley,Washington
0,10th Avenue South,919,Des Moines,Washington
0,9th Place South,24519,Des Moines,Washington
0,164th Way Southeast,17143,Renton,Washington
0,Wallingford Avenue North,5216,Seattle,Washington
0,Southeast 167th Street,42287,NA,Washington
0,19th Avenue Northeast,10540,Seattle,Washington
0,Ashworth Avenue North,5515,Seattle,Washington
0,Northeast 81st Street,312,Seattle,Washington
0,Southeast 13th Place,24030,Sammamish,Washington
0,Northeast 135th Way,23618,NA,Washington
0,187th Avenue Northeast,15599,Cottage Lake,Washington
0,147th Court Northeast,6708,Redmond,Washington
0,12th Avenue South,20627,SeaTac,Washington
0,28th Avenue Northeast,1745,Issaquah,Washington
0,Brook Trails Trail #16,NA,Cottage Lake,Washington
0,85th Place Northeast,14315,Kirkland,Washington
0,166th Place Northeast,11032,Redmond,Washington
0,224th Court Northeast,13994,NA,Washington
0,Dexter Avenue North,1706,Seattle,Washington
0,Lexington Way East,1216,Seattle,Washington
0,Northeast 103rd Street,21502,Union Hill-Novelty Hill,Washington
0,92nd Avenue Northeast,2255,NA,Washington
0,3rd Avenue Northwest,13215,Seattle,Washington
0,23rd Avenue Northeast,11041,Seattle,Washington
0,Graham Avenue Southeast,269,Renton,Washington
0,46th Avenue South,4121,Seattle,Washington
0,Weyerhaeuser Way South,35077,Federal Way,Washington
0,Davis Avenue,1227,Enumclaw,Washington
0,North 80th Street,719,Seattle,Washington
0,Lake Washington Boulevard East,624,Seattle,Washington
0,Southwest Graham Street,3000,Seattle,Washington
0,34th Avenue South,36721,Auburn,Washington
0,60th Avenue South,12662,Seattle,Washington
0,Southeast 212th Street,23401,Maple Valley,Washington
0,Northeast 26th Street,10638,Bellevue,Washington
0,Northeast 191st Street,19798,NA,Washington
0,438th Place Southeast,13898,NA,Washington
0,Main Street,505,NA,Washington
0,41st Avenue South,23654,Kent,Washington
0,Northwest 49th Street,327,Seattle,Washington
0,44th Avenue Southwest,3636,Seattle,Washington
0,Southeast 67th Place,15700,Bellevue,Washington
0,39th Avenue East,1523,Seattle,Washington
0,216th Place Northeast,1776,Sammamish,Washington
0,125th Avenue Southeast,23109,Kent,Washington
0,Lakeview Boulevard East,1820,Seattle,Washington
0,18th Avenue Northwest,7031,Seattle,Washington
0,Northeast 198th Street,753,Shoreline,Washington
0,8th Avenue South,12915,Burien,Washington
0,Van de Vanter Avenue,719,Kent,Washington
0,Northeast 168th Street,1994,Shoreline,Washington
0,Ferndale Place Northeast,649,Renton,Washington
0,147th Avenue Southeast,16519,Renton,Washington
0,North 143rd Street,1407,Seattle,Washington
0,Burke Avenue North,16198,Shoreline,Washington
0,126th Avenue Northeast,11007,Kirkland,Washington
0,Southeast 113th Place,16100,Renton,Washington
0,36th Avenue South,8811,Seattle,Washington
0,Corliss Avenue North,11547,Seattle,Washington
0,Stanford Avenue Northeast,4808,Seattle,Washington
0,Northeast 90th Street,3049,Seattle,Washington
0,18th Avenue Northwest,7017,Seattle,Washington
0,Northeast 61st Street,14413,Redmond,Washington
0,Southeast 269th Street,22840,Maple Valley,Washington
0,Northeast 80th Street,1010,Seattle,Washington
0,Northeast 138th Place,NA,Duvall,Washington
0,Northeast 136th Street,1721,Seattle,Washington
0,North 122nd Street,1333,Seattle,Washington
0,38th Avenue South,3850,Seattle,Washington
0,74th Avenue Northeast,15816,Kenmore,Washington
0,Dorre Don Way Southeast,23631,Maple Valley,Washington
0,Northeast 200th Place,12701,Bothell,Washington
0,44th Avenue South,18133,SeaTac,Washington
0,112th Avenue Southeast,3306,Bellevue,Washington
0,Southeast 45th Street,8066,Mercer Island,Washington
0,20th Avenue Southwest,3706,Seattle,Washington
0,NA,NA,Bellevue,Washington
0,North Northgate Way,1411,Seattle,Washington
0,Falls Avenue Southeast,NA,Snoqualmie,Washington
0,71st Avenue South,12043,Seattle,Washington
0,5th Avenue West,2572,Seattle,Washington
0,117th Avenue Southeast,17429,Renton,Washington
0,NA,NA,Snoqualmie,Washington
0,Juanita-Woodinville Way Northeast,NA,Bothell,Washington
0,45th Avenue Southwest,3808,Seattle,Washington
0,Dayton Avenue North,NA,Shoreline,Washington
0,40th Avenue West,3613,Seattle,Washington
0,East Denny Way,NA,Seattle,Washington
0,Northwest 70th Street,2847,Seattle,Washington
0,434th Avenue Southeast,NA,NA,Washington
0,Northeast 128th Lane,9100,Kirkland,Washington
0,Northeast 15th Street,20300,Sammamish,Washington
0,31st Avenue Northeast,14684,Shoreline,Washington
0,Southeast 308th Street,15019,Kent,Washington
0,84th Avenue Southeast,7604,Mercer Island,Washington
0,25th Avenue East,1409,Seattle,Washington
0,100th Avenue Southwest,NA,Vashon,Washington
0,62nd Court Northeast,19615,Kenmore,Washington
0,Southeast Shoreland Drive,9301,Bellevue,Washington
0,54th Avenue South,4901,Seattle,Washington
0,Southeast Covington Sawyer Road,19501,Kent,Washington
0,Graham Avenue Southeast,314,Renton,Washington
0,35th Avenue Northeast,12736,Seattle,Washington
0,Northwest 73rd Street,1916,Seattle,Washington
0,Auburn Avenue South,10861,Seattle,Washington
0,40th Avenue Southwest,3269,Seattle,Washington
0,123rd Place Southeast,25523,Kent,Washington
0,South 113th Street,7811,Seattle,Washington
0,Southeast 262nd Place,24031,Maple Valley,Washington
0,Southwest Sullivan Street,4218,Seattle,Washington
0,Northeast 54th Street,337,Seattle,Washington
0,Southeast 24th Way,27827,Sammamish,Washington
0,Sahalee Drive West,3189,Sammamish,Washington
0,Piedmont Place West,2445,Seattle,Washington
0,3rd Avenue South,12855,Burien,Washington
0,Valmay Avenue Northwest,10831,Seattle,Washington
0,123rd Avenue Southeast,9616,Renton,Washington
0,Northeast Kenilworth Lane,2052,Issaquah,Washington
0,Southeast 267th Street,19409,Covington,Washington
0,224th Avenue Northeast,7807,Union Hill-Novelty Hill,Washington
0,Beacon Avenue South,11734,Seattle,Washington
0,12th Avenue Southwest,31231,Federal Way,Washington
0,58th Avenue South,30544,Auburn,Washington
0,Southwest 164th Street,1636,Burien,Washington
0,Interlake Avenue North,13723,Seattle,Washington
0,East Ames Lake Drive Northeast,3117,NA,Washington
0,27th Avenue South,NA,Seattle,Washington
0,115th Place Southeast,17626,Renton,Washington
0,208th Avenue Southeast,20025,Renton,Washington
0,209th Avenue Southeast,14734,Renton,Washington
0,Southwest Hinds Street,3017,Seattle,Washington
0,Dibble Avenue Northwest,7060,Seattle,Washington
0,12th Avenue Northwest,7022,Seattle,Washington
0,20th Avenue Northeast,7341,Seattle,Washington
0,North 68th Street,535,Seattle,Washington
0,Southeast 59th Street,9433,Mercer Island,Washington
0,135th Avenue Southeast,8537,NA,Washington
0,Fremont Avenue North,6211,Seattle,Washington
0,South Snoqualmie Street,4615,Seattle,Washington
0,113th Avenue Southeast,3380,Bellevue,Washington
0,Northeast 146th Street,11234,Kirkland,Washington
0,39th Avenue South,3821,Seattle,Washington
0,Southwest 257th Street,7741,NA,Washington
0,Northeast 152nd Street,9010,Kenmore,Washington
0,28th Avenue Northwest,6110,Seattle,Washington
0,Northeast 9th Place,4137,Renton,Washington
0,2nd Avenue Northwest,9243,Seattle,Washington
0,Northeast 146th Way,18156,Cottage Lake,Washington
0,95th Place Southwest,NA,Vashon,Washington
0,82nd Avenue Southeast,2336,Mercer Island,Washington
0,54th Place South,29244,Auburn,Washington
0,5th Avenue South,11447,Seattle,Washington
0,92nd Avenue Northeast,19223,Bothell,Washington
0,121st Place Southeast,19254,Kent,Washington
0,Shoreland Drive South,2620,Seattle,Washington
0,Southeast 27th Place,20129,Sammamish,Washington
0,Densmore Avenue North,8843,Seattle,Washington
0,Burke Avenue North,4106,Seattle,Washington
0,West Olympic Place,306,Seattle,Washington
0,Southeast 224th Street,17405,Kent,Washington
0,Greenwood Avenue North,13435,Seattle,Washington
0,86th Avenue Northeast,1278,NA,Washington
0,Washington Avenue,1108,Enumclaw,Washington
0,21st Street Northeast,1910,Auburn,Washington
0,Southeast 40th Street,9757,Mercer Island,Washington
0,South Walker Street,1923,Seattle,Washington
0,Roosevelt Way Northeast,7553,Seattle,Washington
0,25th Avenue,354,Seattle,Washington
0,140th Place Southeast,19313,Renton,Washington
0,Shattuck Avenue South,3509,Renton,Washington
0,232nd Southeast Court,25911,Maple Valley,Washington
0,333rd Southeast Avenue,29212,NA,Washington
0,Northeast 135th Street,1231,Seattle,Washington
0,Sunnyside Avenue North,18108,Shoreline,Washington
0,18th Avenue Southwest,13672,Burien,Washington
0,Southwest 130th Street,416,Burien,Washington
0,Southwest 130th Street,416,Burien,Washington
0,59th Avenue Southwest,4027,Seattle,Washington
0,South 275th Place,2717,Federal Way,Washington
0,South 166th Street,4834,SeaTac,Washington
0,South 15th Street,306,Renton,Washington
0,5th Avenue Northeast,16195,Shoreline,Washington
0,North 62nd Street,2343,Seattle,Washington
0,171st Place Southeast,4398,Bellevue,Washington
0,216th Place Northeast,1990,Sammamish,Washington
0,Kanter Lane,NA,Bellevue,Washington
0,Southeast 301st Street,12833,Auburn,Washington
0,Greenwood Avenue North,15631,Shoreline,Washington
0,Northeast 32nd Street,NA,Redmond,Washington
0,South 151st Street,3011,SeaTac,Washington
0,129th Avenue Southeast,17237,Renton,Washington
0,North 100th Street,326,Seattle,Washington
0,30th Avenue South,2522,Seattle,Washington
0,147th Avenue Northeast,599,Bellevue,Washington
0,North 84th Street,123,Seattle,Washington
0,22nd Avenue South,5514,Seattle,Washington
0,North 60th Street,2342,Seattle,Washington
0,North 37th Street,1103,Renton,Washington
0,308th Avenue Southeast,4450,NA,Washington
0,Williams Avenue West,4250,Seattle,Washington
0,Mount Kenya Drive Southwest,321,Issaquah,Washington
0,24th Avenue Southwest,32205,Federal Way,Washington
0,51st Avenue South,34504,Auburn,Washington
0,Southwest Cloverdale Street,4607,Seattle,Washington
0,Blaine Street,115,Seattle,Washington
0,Maple Avenue Northwest,365,Renton,Washington
0,Southwest 346th Place,3126,Federal Way,Washington
0,Southeast Jones Road,16807,Renton,Washington
0,Northeast 167th Court,16698,Cottage Lake,Washington
0,19th Avenue South,26714,Des Moines,Washington
0,Northeast 195th Court,3048,Lake Forest Park,Washington
0,Bendigo Boulevard North,NA,North Bend,Washington
0,South 175th Street,4829,SeaTac,Washington
0,Northeast 200th Place,5479,Lake Forest Park,Washington
0,22nd Avenue Southwest,11029,Seattle,Washington
0,Southwest Jacobsen Road,5205,Seattle,Washington
0,126th Avenue Northeast,2385,Bellevue,Washington
0,NA,NA,Sammamish,Washington
0,Southeast 265th Street,17329,Covington,Washington
0,South Fletcher Street,5401,Seattle,Washington
0,18th Avenue Southwest,32322,Federal Way,Washington
0,Sunset Avenue Southwest,1305,Seattle,Washington
0,Northeast 133rd Street,325,Seattle,Washington
0,29th Avenue West,2520,Seattle,Washington
0,43rd Avenue South,14011,Tukwila,Washington
0,Northeast 24th Street,NA,Bellevue,Washington
0,Southeast 44th Street,NA,Sammamish,Washington
0,Northeast 92nd Street,11624,Kirkland,Washington
0,South 268th Street,3743,Kent,Washington
0,24th Avenue South,5954,Seattle,Washington
0,Northeast 5th Street,17128,Bellevue,Washington
0,Northeast Ames Lake Road,27617,NA,Washington
0,162nd Avenue Southeast,26124,Covington,Washington
0,Southeast 170th Street,13706,Renton,Washington
0,124th Avenue Northeast,10533,Kirkland,Washington
0,Southwest 327th Street,1512,Federal Way,Washington
0,47th Avenue Southwest,9247,Seattle,Washington
0,Northwest 98th Street,2613,Seattle,Washington
0,East Harrison Street,502,Seattle,Washington
0,Southeast 50th Street,15521,Bellevue,Washington
0,46th Avenue Southwest,4851,Seattle,Washington
0,Southwest 177th Street,328,NA,Washington
0,North 36th Street,1501,Renton,Washington
0,Northeast 159th Street,18579,Cottage Lake,Washington
0,West Entwistle Street,31626,Carnation,Washington
0,Southeast 47th Place,23099,Bellevue,Washington
0,Northeast 192nd Street,4699,Lake Forest Park,Washington
0,50th Street Southeast,813,Auburn,Washington
0,Hayes Street,202,Seattle,Washington
0,Southeast 244th Street,14621,Kent,Washington
0,Sand Point Way Northeast,8770,Seattle,Washington
0,Interlake Avenue North,9239,Seattle,Washington
0,Southeast 48th Place,16400,Bellevue,Washington
0,19th Avenue Northeast,8205,Seattle,Washington
0,3rd Avenue South,13259,Burien,Washington
0,24th Avenue Northwest,7349,Seattle,Washington
0,Southeast 135th Street,41945,NA,Washington
0,4th Avenue Southwest,14304,Burien,Washington
0,17th Avenue Northwest,6206,Seattle,Washington
0,17th Avenue Northwest,6206,Seattle,Washington
0,Southeast 149th Street,43529,NA,Washington
0,Northwest 68th Street,3028,Seattle,Washington
0,85th Place Northeast,14309,Kirkland,Washington
0,Northeast 105th Street,3223,Seattle,Washington
0,52nd Avenue South,4808,Seattle,Washington
0,138th Place Southeast,1708,Bellevue,Washington
0,Sylvester Road Southwest,17229,NA,Washington
0,38th Avenue Southwest,6920,Seattle,Washington
0,Northeast 88th Street,32208,NA,Washington
0,157th Drive Northeast,5438,Redmond,Washington
0,Pioneer Street,1560,Enumclaw,Washington
0,91st Avenue Southeast,4746,Mercer Island,Washington
0,Northeast 73rd Street,15299,Redmond,Washington
0,31st Street Southeast,304,Auburn,Washington
0,79th Avenue South,12037,Seattle,Washington
0,17th Avenue Southwest,8652,Seattle,Washington
0,West Thurman Street,2417,Seattle,Washington
0,Southeast 21st Street,19429,Sammamish,Washington
0,Southeast 24th Place,10456,Bellevue,Washington
0,Southwest Stevens Street,4723,Seattle,Washington
0,Purdue Avenue Northeast,4508,Seattle,Washington
0,South 150th Street,4035,Tukwila,Washington
0,North 197th Place,1699,Shoreline,Washington
0,South Portland Street,2851,Seattle,Washington
0,86th Avenue Southeast,7509,Mercer Island,Washington
0,South 250th Place,1833,Des Moines,Washington
0,Southeast 258th Street,16033,Covington,Washington
0,Densmore Avenue North,3826,Seattle,Washington
0,Marine View Drive Southwest,18975,NA,Washington
0,Southeast 221st Place,11502,Kent,Washington
0,Southeast 149th Street,43795,NA,Washington
0,South 317th Street,903,Federal Way,Washington
0,234th Place Northeast,7700,Union Hill-Novelty Hill,Washington
0,North 167th Street,905,Shoreline,Washington
0,Northeast High Street,1199,Issaquah,Washington
0,22nd Avenue South,5941,Seattle,Washington
0,229th Place Southeast,30700,NA,Washington
0,Maloney Place Northeast,NA,North Bend,Washington
0,Fauntleroy Way Southwest,NA,Seattle,Washington
0,155th Place Southeast,6042,Bellevue,Washington
0,Southeast 41st Street,15177,Bellevue,Washington
0,Silent Creek Avenue Southeast,7090,Snoqualmie,Washington
0,14th Avenue South,1337,Seattle,Washington
0,Northeast 203rd Street,21796,NA,Washington
0,158th Place Southeast,307,Bellevue,Washington
0,Southeast 261st Place,11920,Kent,Washington
0,272nd Southeast Avenue,26228,NA,Washington
0,Southeast Boulder Court,NA,Snoqualmie,Washington
0,36th Place Northeast,18514,Lake Forest Park,Washington
0,South 184th Street,4261,SeaTac,Washington
0,NA,NA,Redmond,Washington
0,48th Avenue Southwest,4420,Seattle,Washington
0,Wells Avenue North,434,Renton,Washington
0,27th Avenue Northeast,6025,Seattle,Washington
0,Southeast 65th Street,12514,Bellevue,Washington
0,Southeast 271st Street,27515,NA,Washington
0,124th Place Southeast,29650,Auburn,Washington
0,23rd Avenue,937,Seattle,Washington
0,R Street Northeast,1918,Auburn,Washington
0,453rd Place Southeast,1625,NA,Washington
0,104th Avenue Southeast,NA,Bellevue,Washington
0,Northeast 24th Street,1706,Renton,Washington
0,Newton Street,106,Seattle,Washington
0,85th Avenue Southeast,4086,Mercer Island,Washington
0,South Mayflower Street,5203,Seattle,Washington
0,Southwest 112th Street,1626,Seattle,Washington
0,38th Avenue South,18504,SeaTac,Washington
0,10th Place Southeast,NA,Auburn,Washington
0,86th Avenue Southeast,3794,Mercer Island,Washington
0,17th Avenue South,5912,Seattle,Washington
0,42nd Avenue West,5622,Seattle,Washington
0,Northeast 205th Street - 244th Street Southwest,3039,Mountlake Terrace,Washington
0,Northwest 50th Street,330,Seattle,Washington
0,Wallingford Avenue North,16401,Shoreline,Washington
0,Northwest 63rd Street,2226,Seattle,Washington
0,112th Place Southeast,22124,Kent,Washington
0,163rd Place Northeast,9721,Redmond,Washington
0,23rd Avenue Northeast,14931,Shoreline,Washington
0,Rainier Avenue South,5971,Seattle,Washington
0,Northeast 115th Street,3820,Seattle,Washington
0,51st Avenue South,6349,Seattle,Washington
0,Delridge Way Southwest,4733,Seattle,Washington
0,50th Avenue South,34050,Auburn,Washington
0,Southeast 216th Way,20910,Maple Valley,Washington
0,Southeast 45th Street,19190,Issaquah,Washington
0,110th Place Northeast,15307,Bothell,Washington
0,31st Avenue Northwest,8379,Seattle,Washington
0,8th Avenue Northeast,12046,Seattle,Washington
0,120th Place Northeast,14413,Kirkland,Washington
0,55th Avenue Northeast,6811,Seattle,Washington
0,47th South Avenue,17627,SeaTac,Washington
0,126th Place Northeast,8121,Kirkland,Washington
0,Southeast 272nd Street,13905,Kent,Washington
0,56th Avenue Northeast,7013,Seattle,Washington
0,Dayton Avenue North,18311,Shoreline,Washington
0,164th Avenue Northeast,12826,NA,Washington
0,87th Avenue Southeast,7219,Mercer Island,Washington
0,NA,NA,NA,Washington
0,Burke-Gilman Trail,NA,Lake Forest Park,Washington
0,25th Avenue East,125,Seattle,Washington
0,Southeast 167th Avenue,16638,Renton,Washington
0,259th Place Northeast,163,Sammamish,Washington
0,Southeast 249th Place,13557,Kent,Washington
0,8th Avenue Northwest,8106,Seattle,Washington
0,37th Avenue Southwest,4111,Seattle,Washington
0,216th Place Northeast,2066,Sammamish,Washington
0,Hemlock Avenue Southwest,1398,North Bend,Washington
0,153rd Place Southeast,1400,Bellevue,Washington
0,Northeast 157th Place,NA,Lake Forest Park,Washington
0,Northeast 128th Street,8530,Kirkland,Washington
0,Broadmoor Drive East,1404,Seattle,Washington
0,32nd Avenue Southwest,4118,Seattle,Washington
0,Southwest Prince Street,5012,Seattle,Washington
0,3rd Avenue South,437,Kirkland,Washington
0,276th Way Northeast,12920,Duvall,Washington
0,240th Avenue Southeast,28159,Maple Valley,Washington
0,East Ames Lake Drive Northeast,3235,NA,Washington
0,Northeast 30th Place,11898,Bellevue,Washington
0,155th Place Southeast,16812,Renton,Washington
0,41st Avenue Northeast,6051,Seattle,Washington
0,128th Avenue Northeast,144,Bellevue,Washington
0,171st Avenue Southeast,14714,Renton,Washington
0,279th Place Northeast,14367,Duvall,Washington
0,Northeast 5th Street,9357,Bellevue,Washington
0,East Howe Street,257,Seattle,Washington
0,Southeast 76th Street,43401,NA,Washington
0,NA,NA,Seattle,Washington
0,Northeast 202nd Street,15486,Woodinville,Washington
0,East John Street,2918,Seattle,Washington
0,169th Avenue Northeast,2410,Bellevue,Washington
0,South 316th Street,3425,Auburn,Washington
0,24th Avenue Northwest,7053,Seattle,Washington
0,24th Avenue Northwest,7053,Seattle,Washington
0,South 144th Street,4640,Tukwila,Washington
0,60th Avenue South,10636,Seattle,Washington
0,South 119th Street,6234,Seattle,Washington
0,Northeast 12th Street,8687,NA,Washington
0,Southeast Edgewick Road,NA,NA,Washington
0,278th Avenue Northeast,12017,NA,Washington
0,South Graham Street,4859,Seattle,Washington
0,13th Avenue West,2814,Seattle,Washington
0,121st Avenue Northeast,14214,Kirkland,Washington
0,Macadam Road South,14245,Tukwila,Washington
0,48th Avenue South,8115,Seattle,Washington
0,49th Avenue Northeast,3820,Seattle,Washington
0,12th Avenue Southwest,7763,Seattle,Washington
0,South 280th Street,800,Des Moines,Washington
0,92nd Avenue South,20110,Kent,Washington
0,174th Place Northeast,11648,Redmond,Washington
0,Northeast 123rd Street,1100,Seattle,Washington
0,97th Avenue South,26430,Kent,Washington
0,Southeast 42nd Place,15880,Bellevue,Washington
0,17th Avenue West,741,Kirkland,Washington
0,37th Avenue Northeast,5712,Seattle,Washington
0,Southeast 162nd Street,25006,Issaquah,Washington
0,131st Avenue Northeast,8520,Kirkland,Washington
0,Southeast 29th Place,NA,Sammamish,Washington
0,36th Avenue South,8309,Seattle,Washington
0,53rd Avenue South,29766,Auburn,Washington
0,Linden Avenue North,4507,Seattle,Washington
0,2nd Avenue Southwest,12701,Burien,Washington
0,2nd Avenue Southwest,12701,Burien,Washington
0,83rd Place Northeast,18325,Kenmore,Washington
0,Northeast 15th Street,10436,Bellevue,Washington
0,Mount Jupiter Drive Southwest,307,Issaquah,Washington
0,Corliss Avenue North,12575,Seattle,Washington
0,Exeter Avenue Northeast,10724,Seattle,Washington
0,Forbes Creek Drive,9825,Kirkland,Washington
0,34th Avenue South,17052,SeaTac,Washington
0,34th Avenue South,17052,SeaTac,Washington
0,134th Avenue Northeast,3183,Bellevue,Washington
0,Southeast 6th Street,3624,Renton,Washington
0,135th Avenue Southeast,NA,Bellevue,Washington
0,Northeast 140th Court,16707,Woodinville,Washington
0,128th Avenue Southeast,NA,Bellevue,Washington
0,33rd Avenue West,4250,Seattle,Washington
0,Northeast 192nd Street,30900,NA,Washington
0,Southwest 132nd Street,927,Burien,Washington
0,3rd Avenue West,2561,Seattle,Washington
0,Southwest 307th Street,1427,Federal Way,Washington
0,L Street Southeast,325,Auburn,Washington
0,Dayton Avenue Northeast,687,Renton,Washington
0,111th Avenue Southeast,314,Bellevue,Washington
0,9th Place South,24832,Des Moines,Washington
0,29th Avenue Southwest,5630,Seattle,Washington
